Game ID,Genres,Developers,Publishers,Release date,Current price in €,Number of reviews,Positive rate in reviews in %,SteamDB score in %,Minimum requirements,Min configuration class
675620,"['Adventure', 'Casual', 'Indie']",['▲ Pyramid Games'],['Pyramid Games S.A.'],2018-07-10,1.39,22,68.0,61.11,"{'Processor': 'Not specified', 'Memory': ' 3000 MB RAM', 'Graphics': 'Not specified'}",0
675630,"['Casual', 'Free to Play', 'Indie']","['Emerson Design, Inc.']","['Emerson Design, Inc.']",2017-08-08,0.0,432,58.0,56.6,"{'Processor': ' any', 'Memory': ' 1 GB RAM', 'Graphics': ' Integrated Video Card'}",0
675640,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['Funderground Games'],['Funderground Games'],2018-11-16,7.99,14,57.0,53.98,"{'Processor': ' intel cpu core i5-2500k 3.3ghz / amd cpu phenom ii x4 940', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GPU GeForce GTX 470 / AMD GPU Radeon HD 5800 series'}",2
675660,"['Action', 'Adventure', 'Indie']",['Idea Cabin'],['Idea Cabin'],2017-09-12,1.27,9,11.0,30.56,"{'Processor': ' intel pentium 4 (2001) and above or amd processors after 2003', 'Memory': ' 512 MB RAM', 'Graphics': ' Any graphics card that supports Direct X 9 or above.'}",0
675690,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",['InnoGames'],['InnoGames'],2020-11-12,0.0,265,78.0,72.57,"{'Processor': ' core i3 or equivalent', 'Memory': ' 512 MB RAM', 'Graphics': "" Intel Pentium 4 processor or later that's SSE2 capable""}",1
675720,"['Action', 'Casual', 'Indie']",['ToastieLabs'],['ToastieLabs'],2017-08-17,0.79,54,59.0,56.49,"{'Processor': ' intel i5', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GTX 960'}",2
675730,"['Adventure', 'Indie', 'Simulation']",['KOCMOC17'],['KOCMOC17'],2017-08-25,1.99,46,74.0,66.41,"{'Processor': ' 3.0 ghz p4, dual core 2.0 (or higher) or amd64x2 (or higher)', 'Memory': ' 2 GB RAM', 'Graphics': ' Video card must be 512 MB or more and should be a DirectX 9-compatible with support for Pixel Shader 2.0b (ATI Radeon X800 or higher / NVIDIA GeForce 7600 or higher / Intel HD Graphics 2000 or higher - *NOT* an Express graphics card).'}",1
675810,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",['Affliction Networks'],['Affliction Networks'],2017-08-05,0.0,94,74.0,68.26,"{'Processor': ' 1ghz processor', 'Memory': ' 512 MB RAM', 'Graphics': ' 64MB Video Card'}",0
675120,"['Action', 'Adventure', 'Indie']",['Obadiah D Luna'],['Obadiah D Luna'],2017-08-01,2.99,8,88.0,68.15,"{'Processor': ' intel® core™ i3-6098p processor or higher', 'Memory': ' 4 GB RAM', 'Graphics': ' AMD Radeon™ HD 7300M, GeForce 7800 GTX or higher'}",1
675130,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",['L.C.'],['JustPlayNow'],2017-08-15,0.79,34,44.0,46.13,"{'Processor': ' intel core i3-530, amd athlon ii x2 270', 'Memory': ' 4096 MB RAM', 'Graphics': ' GeForce GTX 650 (1024 MB), Radeon HD 7770 (1024 MB)'}",1
675140,"['Action', 'Adventure', 'Indie']","['Studio Albatros', 'Drink7 Studios']",['Gamera Interactive'],2017-09-08,4.99,8,88.0,68.15,"{'Processor': ' intel core', 'Memory': ' 2 GB RAM', 'Graphics': ' Intel integrated'}",0
675160,"['Action', 'Casual', 'Indie', 'Early Access']",['SQUIX Games'],['SQUIX Games'],2017-08-15,3.99,4,75.0,59.6,"{'Processor': 'Not specified', 'Memory': ' 512 MB RAM', 'Graphics': 'Not specified'}",0
675170,"['Action', 'Indie', 'Simulation']",['Atomic Jelly'],"['Atomic Jelly', 'Movie Games S.A.']",2018-08-31,2.99,290,63.0,60.45,"{'Processor': ' intel core i5-4690 / amd ryzen 5 1500x', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 760 or AMD Radeon R9 270X with 2GB VRAM or more'}",2
675180,"['Adventure', 'Indie', 'RPG']",['Choice of Games'],['Choice of Games'],2017-07-14,2.46,6,33.0,42.61,"{'Processor': 'Not specified', 'Memory': 'Not specified', 'Graphics': 'Not specified'}",0
675210,"['Violent', 'Action', 'Indie']",['DigitalDNA Games LLC'],['DigitalDNA Games LLC'],2017-08-17,4.99,71,45.0,46.43,"{'Processor': ' 2.8 ghz dual core', 'Memory': ' 4 GB RAM', 'Graphics': ' DirectX 9.0c or better with 500 mb memory'}",1
675220,"['Action', 'Indie']",['Xitilon'],['Xitilon'],2017-08-01,0.4,20,65.0,59.0,"{'Processor': ' 500mhz', 'Memory': ' 256 MB RAM', 'Graphics': ' 64MB VRAM'}",0
675230,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']","['Callipygian Games, LLC']","['Callipygian Games, LLC']",2017-12-01,0.0,72,68.0,63.09,"{'Processor': ' 1 ghz or faster', 'Memory': ' 1 GB RAM', 'Graphics': ' 600x800 resolution'}",0
675240,['Casual'],['Love in Space'],['Sekai Project'],2018-09-13,7.49,211,95.0,85.86,"{'Processor': ' 1 ghz intel or amd processor', 'Memory': ' 1024 MB RAM', 'Graphics': ' OpenGL or DirectX Compatible Graphics Card'}",0
675260,['Adventure'],['Telltale'],['Telltale'],2017-08-08,5.99,4524,89.0,86.27,"{'Processor': ' intel core 2 duo 2.4ghz', 'Memory': ' 3 GB RAM', 'Graphics': ' Nvidia GTS 450+ with 1024MB+ VRAM (excluding GT) - LATEST DRIVERS REQUIRED'}",0
675270,['Indie'],"['Propulsion Games', 'Ryan Javanshir']",['Propulsion Games'],2020-05-19,4.99,8,88.0,68.15,"{'Processor': ' 1.5 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' 1GB Video memory'}",0
675360,['Adventure'],"['Accela,Inc.']",['Dogenzaka Lab'],2017-09-11,9.59,12,42.0,45.52,"{'Processor': ' 1.8 ghz pentium 4', 'Memory': ' 1 GB RAM', 'Graphics': 'Not specified'}",0
675370,"['Casual', 'Indie']",['NekoToFuurin'],['NekoToFuurin'],2017-07-28,0.99,5,60.0,54.17,"{'Processor': 'Not specified', 'Memory': ' 256 MB RAM', 'Graphics': 'Not specified'}",0
674630,['Indie'],['牛学者'],['牛学者'],2017-08-17,0.99,2,50.0,50.0,"{'Processor': ' ', 'Memory': ' 2 GB RAM', 'Graphics': ' '}",0
674730,"['Adventure', 'Indie']",['RE:OS'],['RE:OS'],2019-10-09,3.99,11,55.0,52.39,"{'Processor': ' intel core 2 duo (or equivalent)', 'Memory': ' 512 MB RAM', 'Graphics': ' 512 MB or higher'}",0
674750,"['Action', 'Indie']",['Awesome Games Studio'],['Awesome Games Studio'],2017-08-25,0.39,1336,82.0,78.33,"{'Processor': ' dual core 2ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX 9 compatible'}",1
674800,"['Adventure', 'Casual', 'Indie']",['ClickGames'],['ClickGames'],2017-07-28,2.49,29,86.0,73.2,"{'Processor': ' 200 mhz pentium processor or higher', 'Memory': ' 250 MB RAM', 'Graphics': ' Must support of Direct3D 9'}",0
674840,"['Adventure', 'RPG']",['Legends of Eternalia'],['Legends of Eternalia'],2020-03-23,1.59,4,50.0,50.0,"{'Processor': ' sse2', 'Memory': ' 4 GB RAM', 'Graphics': ' •Graphics card: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities.'}",0
674850,"['Action', 'Casual', 'Indie', 'Sports']","['Truant pixel, LLC']","['Truant Pixel, LLC']",2017-09-26,7.55,138,93.0,83.07,"{'Processor': ' intel™ core™ i5-4590 or amd fx™ 8350, equivalent or better', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GTX 1060, AMD RX 480 equivalent or better'}",2
674860,"['Action', 'Adventure', 'Indie', 'Simulation']",['Egor Magurin'],['Indovers Studio'],2017-12-15,0.47,39,26.0,33.67,"{'Processor': ' intel® pentium® iii or higher', 'Memory': ' 256 MB RAM', 'Graphics': ' 256 MB or higher'}",0
674890,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",['Rahmat Nata Djaja'],['Rahmat Nata Djaja'],2018-05-04,0.0,14,86.0,69.91,"{'Processor': ' intel i3 or equivalent', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GeForce 950 1GB'}",1
674900,"['Action', 'Casual', 'Indie']",['Pooandplay'],"['Pooandplay', 'Jogaloca']",2017-09-03,5.99,4,50.0,50.0,"{'Processor': ' dual-core 2ghz cpu', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GT 440 or AMD Radeon HD 5550 w/ 512 MB'}",0
674910,"['Action', 'Indie']",['Lever Studios'],['Lever Studios'],2017-07-14,0.79,4,75.0,59.6,"{'Processor': ' intel core™ i3-4130t (2.9 ghz dual core)', 'Memory': ' 1024 MB RAM', 'Graphics': ' GeForce GTX 750'}",1
674960,"['Action', 'Indie', 'RPG', 'Strategy']","[""Crow's Key Studios""]","[""Crow's Key Studios""]",2017-07-31,2.49,93,85.0,76.05,"{'Processor': ' 3.2 ghz+', 'Memory': ' 4 GB RAM', 'Graphics': ' Dedicated Graphics Card 2 GB'}",0
674980,"['Sexual Content', 'Nudity', 'Violent', 'Action', 'Indie']",['Dirty Fighter Team'],"['Zero Brain, LLC']",2017-07-21,7.99,6,67.0,57.39,"{'Processor': ' decent', 'Memory': ' 4 GB RAM', 'Graphics': 'Not specified'}",0
675030,"['Violent', 'Gore', 'Action', 'Indie']",['Brackish Games'],['Brackish Games'],2017-08-01,1.99,42,88.0,75.82,"{'Processor': ' amd a405150m apu  2.70 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' AMD Radeon HD 8350G'}",0
674120,"['Gore', 'Adventure', 'Indie', 'Early Access']",['Anunnaki s.r.l.'],['Anunnaki s.r.l.'],2017-09-20,5.99,5,80.0,62.51,"{'Processor': 'Not specified', 'Memory': 'Not specified', 'Graphics': ' 2gb'}",0
674130,"['Free to Play', 'Indie', 'Simulation', 'Strategy']",['Michael McCartney'],['Michael McCartney'],2017-12-01,0.0,79,86.0,76.43,"{'Processor': ' 1.5 ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' 64MB Integrated'}",0
674150,['Adventure'],"['MojoTouch', 'Adventure Soft']",['MojoTouch'],2018-04-03,5.17,39,69.0,62.9,"{'Processor': ' 1.0 ghz processor', 'Memory': ' 512 MB RAM', 'Graphics': ' 100% OpenGL compatible graphics'}",0
674160,"['Sexual Content', 'Violent', 'Action']",['Listener Online II Inc'],['Listener Online II Inc'],2017-10-04,0.99,6,50.0,50.0,"{'Processor': ' intel i5-4590, amd fx 8350 equivalent or better', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better'}",2
674170,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",['Greyish Games'],['Greyish Games'],2019-04-16,1.19,50,74.0,66.65,"{'Processor': ' 2.3 ghz quad core', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce 900 series or equivalent'}",0
674180,['Indie'],['AliveIn Tech Ltd.'],['AliveIn Tech Ltd.'],2017-12-06,15.99,4,75.0,59.6,"{'Processor': ' intel® i5-4590 / amd fx 8350 equivalent or greater', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greater'}",2
674190,['Strategy'],['Quicksilver Software'],['Interplay'],2017-07-21,3.39,37,97.0,81.47,"{'Processor': ' 1 ghz processor', 'Memory': ' 512 MB RAM', 'Graphics': ' 3D graphics card compatible with DirectX 7'}",0
674210,"['Action', 'Adventure', 'Indie', 'RPG']",['Digital Awakening'],['Digital Awakening'],2017-09-11,1.63,22,91.0,74.99,"{'Processor': ' intel celeron / athlon sempron or better', 'Memory': ' 1 GB RAM', 'Graphics': ' Open GL 2.0 compatible or better'}",0
674220,"['Casual', 'Indie']",['NorthernLights Games'],['NorthernLights Games'],2017-12-02,1.99,41,46.0,47.53,"{'Processor': ' 1.4 ghz or better', 'Memory': ' 512 MB RAM', 'Graphics': ' at least 256 MB'}",0
674230,['Adventure'],['Songhouse Games'],['Songhouse Games'],2018-02-01,9.99,14,71.0,61.95,"{'Processor': ' 2.4ghz dual core processor', 'Memory': ' 4 GB RAM', 'Graphics': ' Video card with 1024MB of VRAM'}",1
674250,"['Action', 'Indie', 'RPG', 'Early Access']",['Pixel by Pixel Studios Inc.'],['Pixel by Pixel Studios Inc.'],2017-09-29,8.99,27,89.0,74.63,"{'Processor': ' intel core i5-750, 2.67 ghz. | amd phenom ii x4 965, 3.4 ghz.', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 460. | AMD Radeon HD 5850.'}",2
674310,['Indie'],['Thick & Thin'],['Thick & Thin'],2017-07-12,0.49,58,88.0,76.82,"{'Processor': ' intel celeron 1.2 ghz and up', 'Memory': ' 512 MB RAM', 'Graphics': ' Intel HD graphics'}",0
674370,"['Indie', 'Simulation', 'Strategy', 'Early Access']",['The Sociopath Software'],['The Sociopath Software'],2018-10-31,6.24,50,74.0,66.65,"{'Processor': ' intel core i3', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeforceGTX 560'}",1
674380,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['Halissoni'],['Droid Riot'],2017-08-04,0.98,15,47.0,48.11,"{'Processor': ' 2.0 ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' 128mb Video Memory, capable of Shader Model 2.0+'}",0
674390,"['Adventure', 'Indie']",['DALESI'],['DALESI'],2017-07-25,4.5,13,77.0,64.76,"{'Processor': ' procesador intel® core™2 duo e8400/amd athlon ii x2 250', 'Memory': 'Not specified', 'Graphics': ' Nvidia GeForce 9500 GT 1GB DDR2/ATI Radeon™ HD 5450 Graphics'}",0
674400,"['Action', 'Casual', 'Free to Play', 'Indie', 'Strategy']",['DreamPunks'],['DreamPunks'],2017-07-20,0.0,1449,61.0,60.08,"{'Processor': ' intel® core™i5-2500 @ 3.3 ghz / amd fx-8320 @ 3.5ghz', 'Memory': ' 2000 MB RAM', 'Graphics': ' NVIDIA GeForce GT 730 / AMD Radeon R7 240'}",1
674420,"['Action', 'Adventure']",['MATRE'],['MATRE'],2017-07-25,1.04,10,30.0,39.72,"{'Processor': ' core 2 duo or more', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce GT630 or more'}",0
674440,"['Casual', 'Indie']",['2xMilk'],['2xMilk'],2017-10-18,3.99,48,94.0,80.19,"{'Processor': ' 2ghz dual core', 'Memory': ' 2 GB RAM', 'Graphics': ' GTX 8 Series'}",1
674480,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",['Bones'],['Cimugames'],2020-04-24,12.49,43,79.0,69.76,"{'Processor': 'Not specified', 'Memory': ' 2 GB RAM', 'Graphics': 'Not specified'}",0
674520,"['Action', 'Indie']",['sebagamesdev'],['sebagamesdev'],2017-09-19,7.99,1742,92.0,87.74,"{'Processor': ' dual core 2.4 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' Intel(R) HD Graphics (OpenGL 3.0.0, Shader Version 1.2)'}",1
674580,['Free to Play'],['Watercress Studios'],['Watercress Studios'],2018-04-06,0.0,111,96.0,85.24,"{'Processor': ' pentium 4 1.7 ghz or amd equivalent', 'Memory': ' 128 MB RAM', 'Graphics': ' DirectX® 9.0c Compatible Graphics Card'}",0
673620,"['Free to Play', 'Indie', 'Simulation', 'Strategy']",['slizer88'],['slizer88'],2018-05-07,0.0,51,78.0,69.78,"{'Processor': ' 1.2 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' 512 MB'}",0
673660,"['Action', 'Indie']",['Laush Dmitriy Sergeevich'],['Laush Studio'],2017-07-21,0.39,102,62.0,58.85,"{'Processor': ' athlon 2 x3 450', 'Memory': ' 1024 MB RAM', 'Graphics': ' GeForce EN9600 GT'}",0
673730,"['Indie', 'Simulation', 'Audio Production']","['Blockchain Games', 'Mark France']","['Blockchain Games', 'Mark France']",2019-06-17,11.59,3,67.0,55.69,"{'Processor': ' sse2 instruction set support.', 'Memory': ' 200 MB RAM', 'Graphics': ' DX9 compatible graphics card'}",0
673740,"['Action', 'Indie']",['Less Describable Games'],['Less Describable Games'],2018-04-27,3.99,52,85.0,74.14,"{'Processor': ' 2.4 ghz dual core', 'Memory': ' 6 GB RAM', 'Graphics': 'Not specified'}",0
673750,"['Action', 'Indie', 'Early Access']",['Catobyte'],['Catobyte Ltd'],2017-08-31,13.29,1449,87.0,82.72,"{'Processor': 'Not specified', 'Memory': ' 2 GB RAM', 'Graphics': 'Not specified'}",0
673800,"['Casual', 'Indie']",['Quiet River'],['Quiet River'],2019-04-17,0.55,736,87.0,81.68,"{'Processor': ' intel celeron 1800 mhz', 'Memory': ' 256 MB RAM', 'Graphics': ' Intel HD Graphics'}",0
673820,"['Adventure', 'Casual', 'Indie']",['Yang Sun'],['Yang Sun'],2017-08-02,0.39,22,64.0,58.33,"{'Processor': ' 2.0 ghz dual core processor', 'Memory': ' 128 MB RAM', 'Graphics': ' Integrated Graphics (512MB)'}",1
673830,['Racing'],['SAT-BOX'],['SAT-BOX'],2017-12-11,3.59,14,50.0,50.0,"{'Processor': ' intel core i5-4590 or higher', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce GTX970, AMD Radeon R9 290 or higher'}",2
673840,"['Action', 'Racing']",['SAT-BOX'],['SAT-BOX'],2017-08-17,3.89,24,71.0,62.93,"{'Processor': ' intel core i5-4590 or higher', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce GTX970, AMD Radeon R9 290 or higher'}",2
673850,"['Adventure', 'Indie']",['Silver Spook Games'],['Silver Spook Games'],2017-09-19,3.74,142,87.0,78.4,"{'Processor': ' pentium', 'Memory': ' 256 MB RAM', 'Graphics': ' Any DirectX-compatible video card'}",0
673870,"['Action', 'Indie', 'Simulation']",['Titan Deep Space Company'],['Titan Deep Space Company'],2017-11-03,4.99,7,86.0,66.62,"{'Processor': ' intel i5 2.0 ghz or similar', 'Memory': ' 8 MB RAM', 'Graphics': ' NVidia GTX660'}",1
673880,['Strategy'],['Bulwark Studios'],['Kasedo Games'],2018-11-15,9.89,6834,92.0,88.67,"{'Processor': ' intel core i3 with minimum 3.30 ghz (if the ghz is lower than 3.30 12 gb ram is required)', 'Memory': ' 8 GB RAM', 'Graphics': ' 2GB ATI Radeon HD 7970, 2GB NVIDIA GeForce GTX 770 or better'}",2
673900,"['Casual', 'Free to Play', 'Indie', 'Racing']",['WaVR'],['WaVR'],2017-08-04,0.0,34,62.0,57.73,"{'Processor': ' intel® i5-4590 / amd fx 8350 equivalent or greater.', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290'}",2
673940,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",['TeamTop Games'],['101XP'],2017-10-10,0.0,74,45.0,45.63,"{'Processor': ' dual-core 2.0ghz cpu or better', 'Memory': ' 2 GB RAM', 'Graphics': ' A graphic card thats supports at least DirectX 9 or better'}",0
673950,"['Casual', 'Indie', 'Simulation']",['Milkstone Studios'],['Milkstone Studios'],2018-10-11,11.99,11908,94.0,91.2,"{'Processor': ' dual core processor', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX 10 capable hardware'}",1
673970,"['Indie', 'Simulation', 'Early Access']",['Decochon'],['Decochon'],2017-12-18,19.99,10,90.0,70.57,"{'Processor': ' processor: intel core i5-4590 or amd fx 8350 (equivalent or better)', 'Memory': ' 4 GB RAM', 'Graphics': ' Graphics card: NVIDIA GTX 970 or AMD Radeon R9 290 (equivalent or better)'}",2
673980,"['Action', 'Adventure', 'Indie']","['LeatherIceCream', 'LazyTomato', 'Madvertiz0r']",['Proc Spine'],2017-08-07,1.99,36,97.0,81.3,"{'Processor': 'Not specified', 'Memory': ' 512 MB RAM', 'Graphics': 'Not specified'}",0
673140,"['Action', 'Indie', 'Racing', 'Simulation']",['Alexandre SK'],['Alexandre SK'],2019-02-07,7.39,5,80.0,62.51,"{'Processor': ' intel i3', 'Memory': ' 4 GB RAM', 'Graphics': ' Intel HD 4600'}",1
673190,"['Action', 'Indie', 'Racing', 'Sports']",['3DClouds'],['PQube Limited'],2018-07-13,5.99,149,75.0,69.6,"{'Processor': ' intel core i5-2500k 3.3ghz / amd fx-8150 3.6ghz or equivalent', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce GTX 550 Ti / Radeon HD 6790 2GB VRAM*'}",2
673220,"['Adventure', 'Casual', 'Indie', 'Early Access']",['Aghayeva and Ko s.r.o.'],['Aghayeva and Ko s.r.o.'],2017-11-23,1.74,62,55.0,53.45,"{'Processor': ' intel pentium iv @ 3.0 ghz or amd athlon64 3000 + @ 1.8 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' DirectX® 9.0c and shader model 3'}",0
673260,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",['Neuronality'],['Neuronality'],2017-11-08,0.99,397,81.0,75.6,"{'Processor': ' 1.0 ghz cpu', 'Memory': ' 2 GB RAM', 'Graphics': 'Not specified'}",0
673280,"['Action', 'Indie', 'Racing']",['Pronetis Games'],['Pronetis Games'],2017-08-18,4.49,8,88.0,68.15,"{'Processor': ' intel/amd dual core @ 2ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' NVIDIA/AMD/Intel 256MB'}",1
673300,"['Action', 'Adventure', 'Indie']",['Sinclair Strange'],['Sinclair Strange'],2017-07-28,0.39,113,93.0,82.61,"{'Processor': ' pentium 4 or higher', 'Memory': ' 512 MB RAM', 'Graphics': ' 256MB or higher'}",0
673310,"['Violent', 'Gore', 'Action', 'Adventure']",['Blackturn Ltd'],['Blackturn Ltd'],2017-11-21,11.99,12,42.0,45.52,"{'Processor': ' 2.0 ghz', 'Memory': 'Not specified', 'Graphics': ' NVidia GeForce 8800'}",0
673380,"['Violent', 'Gore', 'Action', 'Casual']","['DRAGONFLY GF CO., LTD.']","['DRAGONFLY GF CO., LTD.']",2017-08-10,0.0,7,86.0,66.62,"{'Processor': ' intel core i5 - 4590 equivalent', 'Memory': ' 6 GB RAM', 'Graphics': ' GeForce GTX 970 / Radeon R9 290'}",2
673400,['Design & Illustration'],['Vicabo'],['Anuman Interactive'],2017-10-25,16.49,9,22.0,36.11,"{'Processor': ' pentium 4 or equivalent', 'Memory': ' 4 GB RAM', 'Graphics': ' OpenGL'}",0
673430,"['Casual', 'Free to Play']",['Rainbow Games'],['Rainbow Games'],2017-10-24,0.0,60,70.0,64.58,"{'Processor': ' 1000 mhz', 'Memory': ' 1024 MB RAM', 'Graphics': ' 128'}",0
673450,"['Action', 'Adventure', 'Casual', 'Indie']",['Whale Rock Games'],['Whale Rock Games'],2017-08-09,0.81,225,66.0,63.05,"{'Processor': ' intel core i3', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GTX 1060'}",1
673480,"['Casual', 'Indie', 'Strategy']",['Rainware'],['Rainware'],2018-06-12,2.39,19,58.0,54.69,"{'Processor': ' 1 ghz 32 bit oder 64 bit', 'Memory': ' 1 GB RAM', 'Graphics': ' Grafikkarte mit Pixel Shader 2.0 und Vertex Shader 2.0 (Vertex Shader kann auch per Softwareemulation unterstützt werden)'}",0
673530,"['Action', 'Indie']",['gameko-studio'],['gameko-studio'],2017-08-31,3.99,8,75.0,62.1,"{'Processor': ' intel celeron 2.4 ghz', 'Memory': ' 768 MB RAM', 'Graphics': ' GeForce 7300 GT 256mb'}",0
673560,"['Free to Play', 'Indie', 'Sports', 'Early Access']",['IOSoccer Team'],['IOSoccer Team'],2018-06-08,0.0,724,74.0,70.72,"{'Processor': ' 2 ghz processor', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX® 9 level Graphics Card'}",0
673570,"['Action', 'Indie', 'Simulation']",['RSK Entertainment'],['Strategy First'],2017-07-14,1.19,7,29.0,40.03,"{'Processor': ' 2.8 ghz (dual core) processor or higher', 'Memory': ' 2 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 730, ATI Radeon 6650  or equivalent card with at least 512 MB VRAM'}",1
673590,['Casual'],"['F.U.U.M. Co., Ltd.']","['F.U.U.M. Co., Ltd.']",2017-11-13,0.0,8,50.0,50.0,"{'Processor': ' intel i5-4590 or greater', 'Memory': ' 8 GB RAM', 'Graphics': ' GTX 970 or greater'}",3
672640,"['Action', 'Free to Play', 'Simulation']",['Pixonic'],['Pixonic'],2017-08-10,0.0,623,83.0,77.98,"{'Processor': ' intel core i5 - 4590 or equivalent', 'Memory': ' 6 GB RAM', 'Graphics': ' NVIDIA GTX 970 or equivalent'}",2
672650,"['Sexual Content', 'Violent', 'Free to Play']",['DNT Games'],['DNT Games'],2017-09-15,0.0,57,84.0,74.13,"{'Processor': ' i5 4690k or above', 'Memory': ' 4 GB RAM', 'Graphics': ' radeon r290'}",2
672670,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Strategy']",['Khizer Awan'],['Aplome Labs'],2017-07-14,4.99,3,67.0,55.69,"{'Processor': ' 2.2', 'Memory': ' 4 GB RAM', 'Graphics': ' 2GB'}",0
672680,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",['Bytro Labs GmbH'],['Bytro Labs GmbH'],2017-10-21,0.0,2542,61.0,60.1,"{'Processor': ' intel core 2 duo 1.6 ghz or equivalent', 'Memory': ' 4 GB RAM', 'Graphics': ' Intel HD Graphics integrated chipset'}",0
672710,"['Simulation', 'Strategy']",['QLOC'],['Toplitz Productions'],2018-06-15,2.99,68,74.0,66.95,"{'Processor': ' 1 ghz, intel pentium iii or comparable', 'Memory': ' 1 GB RAM', 'Graphics': ' 128 MB Video Card'}",0
672720,['Casual'],['Desktop Gaming'],['Desktop Gaming'],2017-07-26,6.99,5,80.0,62.51,"{'Processor': ' 1.2ghz', 'Memory': ' 1 GB RAM', 'Graphics': 'Not specified'}",0
672730,"['Free to Play', 'Indie']",['Byting Games'],['Byting Games'],2017-09-04,0.0,361,95.0,87.37,"{'Processor': ' 1,5 ghz cpu', 'Memory': ' 2 GB RAM', 'Graphics': ' DirectX 11 compatible'}",0
672760,"['Education', 'Utilities']","['François Bouille, Quentin de Cagny']",['Experience 360'],2017-07-31,1.59,2,50.0,50.0,"{'Processor': ' intel core i5-4590', 'Memory': ' 8 GB RAM', 'Graphics': ' GTX 970'}",3
672790,"['Action', 'Indie', 'Early Access']",['AVRLON VR Studio'],['AVRLON VR Studio'],2017-11-16,0.0,26,85.0,71.78,"{'Processor': ' intel i5-4590 equivalent or greate', 'Memory': ' 6 GB RAM', 'Graphics': ' NVIDIA GTX 970 / AMD equivalent or greater'}",2
672860,['Simulation'],['Casualogic'],['Valkyrie Initiative'],2017-08-16,3.59,119,55.0,54.17,"{'Processor': ' intel® pentium®/amd® 2 ghz and higher', 'Memory': ' 2000 MB RAM', 'Graphics': ' OpenGL 3.3-compatible 512MB'}",0
672910,"['Action', 'Casual', 'Indie']","['Hammer-On', 'Studio229']",['Hammer-On'],2017-08-23,0.39,16,81.0,67.93,"{'Processor': ' intel core i5-3570', 'Memory': ' 8 GB RAM', 'Graphics': ' GTX 970 or Radeon RX470'}",3
672970,"['Adventure', 'RPG']",['Whiskeybarrel Studios'],['eGames.com'],2017-09-14,3.49,26,73.0,64.52,"{'Processor': ' 500 mhz', 'Memory': ' 1 GB RAM', 'Graphics': 'Not specified'}",0
